,Gene,HGNC Gene ID,Disease,MONDO Disease ID,SOP,Classification,Report Reference URL,Report Date,Status,Definitive,Gene QID,Disease QID
309,HGD,HGNC:4892,alkaptonuria,MONDO_0008753,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5186836d-d9c6-4829-a0c9-59548460d6f2--2019-02-08T17:00:00,2019-02-08T17:00:00.000Z,complete,yes,Q18026884,Q651680
310,HGF,HGNC:4893,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8828a306-1262-4bbf-9661-f3d13d0f44a7--2018-01-16T17:00:00,2018-01-16T17:00:00.000Z,error,no,Q14906204,Q9079046
311,HMGCL,HGNC:5005,3-hydroxy-3-methylglutaric aciduria,MONDO_0009520,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f4d084e5-a740-4bfd-a850-d6db900d4a4e--2018-06-26T16:00:00,2018-06-26T16:00:00.000Z,complete,yes,Q18027023,Q4634217
312,HMGCS2,HGNC:5008,3-hydroxy-3-methylglutaryl-CoA synthase deficiency,MONDO_0011614,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b3f49254-4635-4961-83b9-31c7ebc7f159--2018-05-22T16:00:00,2018-05-22T16:00:00.000Z,complete,yes,Q18027029,Q55783430
313,HNF1A,HGNC:11621,monogenic diabetes,MONDO_0015967,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2f6d71c6-6595-49bf-a50e-fce726b22088--2018-10-05T16:00:00,2018-10-05T16:00:00.000Z,complete,yes,Q18031867,Q55785854
314,HNF4A,HGNC:5024,monogenic diabetes,MONDO_0015967,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/98cb808e-02d3-4378-8e6b-9b1b2883cc65--2019-02-27T17:00:00,2019-02-27T17:00:00.000Z,complete,yes,Q18027054,Q55785854
315,HNRNPK,HGNC:5044,neurodevelopmental disorder-craniofacial dysmorphism-cardiac defect-hip dysplasia syndrome,MONDO_0018681,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/5456,2016-11-15T00:00:00,error,no,Q18027099,Q56014190
316,HOMER2,HGNC:17513,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/9158c2a6-f11b-47b4-ac7d-45471f7255a1--2018-10-16T16:00:00,2018-10-16T16:00:00.000Z,error,no,Q18034249,Q9079046
317,HOXA1,HGNC:5099,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1e0e605f-c82a-4e34-b913-8dc6b72b4881--2019-06-19T16:00:00,2019-06-19T16:00:00.000Z,error,yes,Q18027119,absent
318,HPD,HGNC:5147,tyrosinemia type III,MONDO_0010162,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/89eb4236-9243-490b-bc73-fb3b99675eb9--2019-02-22T17:00:00,2019-02-22T17:00:00.000Z,error,no,Q18027235,absent
319,HPRT1,HGNC:5157,Lesch-Nyhan syndrome,MONDO_0010298,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9597,2018-03-07T00:00:00,error,yes,Q67019896,absent
320,HPS1,HGNC:5163,Hermansky-Pudlak syndrome 1,MONDO_0008748,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f6d44a89-527f-4864-a1e1-dcd0a17000ca--2019-07-22T14:28:42,2019-07-22T14:28:42.174Z,error,yes,Q18027261,absent
321,HRAS,HGNC:5173,Noonan syndrome,MONDO_0018997,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/448befff-06c2-42ad-a9aa-fbc80e920983--2018-07-24T13:51:08,2018-07-24T13:51:08.540Z,error,no,Q14884140,absent
322,HRAS,HGNC:5173,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/cf9e4292-f4e6-4aec-b405-e0591c8c739f--2018-07-24T15:51:30,2018-07-24T15:51:30.404Z,error,no,Q14884140,absent
323,HRAS,HGNC:5173,Costello syndrome,MONDO_0009026,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/6a40ab43-3c9f-45c0-9ec0-0371d6f0d5c8--2018-07-24T17:34:15,2018-07-24T17:34:15.869Z,complete,yes,Q14884140,Q1136492
324,HRAS,HGNC:5173,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/0fa8a2dd-fd4c-46ed-91c9-7fa0b06d155d--2018-07-24T20:26:01,2018-07-24T20:26:01.107Z,error,no,Q14884140,absent
325,HRAS,HGNC:5173,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/94630309-c540-48b3-a27f-0ee1891091c1--2018-07-25T13:52:08,2018-07-25T13:52:08.365Z,error,no,Q14884140,Q55783530
326,HSD17B10,HGNC:4800,HSD10 disease,MONDO_0010327,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9232b352-a845-4404-8a98-34cb6ad6ff0e--2018-10-09T16:00:00,2018-10-09T16:00:00.000Z,error,yes,Q18026773,absent
327,HSD17B4,HGNC:5213,Perrault syndrome,MONDO_0017312,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/dbc9308c-2310-4e0a-9354-667dbd3c7d5d--2018-05-30T12:45:49,2018-05-30T12:45:49.495Z,error,yes,Q18027320,absent
328,HUWE1,HGNC:30892,non-syndromic X-linked intellectual disability,MONDO_0019181,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9518,2017-10-20T00:00:00,error,yes,Q18035005,absent
329,IDS,HGNC:5389,mucopolysaccharidosis type 2,MONDO_0010674,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9553,2018-02-21T00:00:00,complete,yes,Q14905635,Q1529983
330,IL1RAPL1,HGNC:5996,"intellectual disability, X-linked 21",MONDO_0010256,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9519,2018-01-03T00:00:00,error,yes,Q18036152,absent
331,ILDR1,HGNC:28741,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e5e1a608-edc3-405c-805f-a7ed162c2bbc--2017-11-21T17:00:00,2017-11-21T17:00:00.000Z,complete,yes,Q18054855,Q9079046
332,IQSEC2,HGNC:29059,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0916cda1-5213-4f88-9835-34c3931526a2--2019-06-05T16:00:00,2019-06-05T16:00:00.000Z,error,yes,Q18036721,absent
333,ITGA2B,HGNC:6138,Glanzmann's thrombasthenia,MONDO_0010119,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9fa894f5-f9e4-4b6d-bdde-eeb7ad9507e2--2019-09-04T14:30:15,2019-09-04T14:30:15.007Z,complete,yes,Q18028014,Q1529258
334,ITGB3,HGNC:6156,Glanzmann's thrombasthenia,MONDO_0010119,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e16b727e-c4c6-4d1d-8e66-8acab2b605fa--2019-08-28T16:00:00,2019-08-28T16:00:00.000Z,complete,yes,Q14913635,Q1529258
335,IVD,HGNC:6186,isovaleric acidemia,MONDO_0009475,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/05f5d468-2f46-44f3-ba67-c4e708d2954f--2019-05-10T16:00:00,2019-05-10T16:00:00.000Z,complete,yes,Q3195538,Q3278042
336,JPH2,HGNC:14202,hypertrophic cardiomyopathy 17,MONDO_0013474,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8500,2017-07-18T00:00:00,error,no,Q18042938,Q27674936
337,KARS,HGNC:6215,nonsyndromic genetic deafness,MONDO_0019497,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/f5239ac3-1506-4b0e-9055-632ba895ca0c--2018-08-24T12:18:34,2018-08-24T12:18:34.618Z,error,no,Q18028112,Q9079046
338,KAT6B,HGNC:17582,RASopathy,MONDO_0021060,SOP6,Disputed,https://search.clinicalgenome.org/kb/gene-validity/fb3c40d8-3aea-45bf-949e-c3ba7d96a6b4--2019-02-04T17:00:00,2019-02-04T17:00:00.000Z,error,no,Q18037239,absent
339,KCNA2,HGNC:6220,undetermined early-onset epileptic encephalopathy,MONDO_0018614,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/10049,2017-10-20T00:00:00,error,no,Q18028115,Q56014174
340,KCNB1,HGNC:6231,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/986348ad-e8bb-4391-9478-7834a19415cb--2019-04-16T16:00:00,2019-04-16T16:00:00.000Z,error,yes,Q18028136,absent
341,KCND3,HGNC:6239,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10151,false,error,no,Q18028156,Q27677682
342,KCNE1,HGNC:6240,Jervell and Lange-Nielsen syndrome 2,MONDO_0012871,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/a1d7672c-743f-4b93-b620-e20db96e47bd--2018-06-22T04:00:00,2018-06-22T04:00:00.000Z,error,no,Q14905770,Q55999921
343,KCNE3,HGNC:6243,Brugada syndrome,MONDO_0015263,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10152,false,error,no,Q14594058,absent
344,KCNE5,HGNC:6241,Brugada syndrome,MONDO_0015263,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10153,false,error,no,Q18037551,absent
345,KCNH2,HGNC:6251,Brugada syndrome,MONDO_0015263,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10154,2017-11-21T17:00:00,error,no,Q14865830,absent
346,KCNJ10,HGNC:6256,enlarged vestibular aqueduct syndrome,MONDO_0023069,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/09f81c95-1213-4029-a6bd-279e52f240c7--2018-09-18T18:15:46,2018-09-18T18:15:46.700Z,error,no,Q18028187,Q2241556
347,KCNJ8,HGNC:6269,Brugada syndrome 1,MONDO_0011001,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10155,false,error,no,Q18028182,Q27677682
348,KCNQ1,HGNC:6294,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/10046,2017-04-04T00:00:00,error,no,Q14865150,absent
349,KCNQ1,HGNC:6294,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/10059,2017-01-31T15:00:00,error,no,Q14865150,absent
350,KCNQ1,HGNC:6294,Jervell and Lange-Nielsen syndrome,MONDO_0009078,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2cb5cd32-6663-48bc-b8b0-3b9ca34e2cb7--2017-12-19T05:00:00,2017-12-19T05:00:00.000Z,error,yes,Q14865150,absent
351,KCNQ2,HGNC:6296,undetermined early-onset epileptic encephalopathy,MONDO_0018614,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/0063ff66-c988-4635-a309-2af473917898--2018-06-14T14:54:01,2018-06-14T14:54:01.804Z,complete,yes,Q14914307,Q56014174
352,KCNQ4,HGNC:6298,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/88196c6d-4bd7-4aff-ba98-c7b4411c562d--2017-11-21T17:00:00,2017-11-21T17:00:00.000Z,complete,yes,Q18033856,Q9079046
353,KCNT1,HGNC:18865,malignant migrating partial seizures of infancy,MONDO_0017385,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10053,false,error,yes,Q18043170,absent
354,KDM5C,HGNC:11114,X-linked syndromic intellectual disability,MONDO_0020119,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/36896d71-1c04-4176-8cd9-16f5b283ef9c--2018-09-28T16:00:00,2018-09-28T16:00:00.000Z,complete,yes,Q18032784,Q8041560
355,KIF1B,HGNC:16636,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8365,2017-06-22T00:00:00,error,no,Q18036720,Q56013982
356,KITLG,HGNC:6343,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/d2934de4-e4d7-41b7-8d12-83372e3b1b28--2018-01-16T17:00:00,2018-01-16T17:00:00.000Z,error,no,Q14912445,Q9079046
357,KLF10,HGNC:11810,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8501,2017-08-01T00:00:00,error,no,Q18031990,absent
358,KLHL24,HGNC:25947,"epidermolysis bullosa simplex, generalized, with scarring and hair loss; EBSSH",MONDO_0015006,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/10140,false,error,no,Q18041265,Q55785175
359,KLHL40,HGNC:30372,nemaline myopathy 8,MONDO_0014138,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/dd1008a8-dd54-43d0-962c-82453975dc3a--2019-11-05T13:46:03,2019-11-05T13:46:03.480Z,complete,yes,Q18050101,Q32144863
360,KLHL41,HGNC:16905,nemaline myopathy 9,MONDO_0014326,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/b6bd51c2-e7b8-4938-a700-fd0e393143a7--2019-11-05T13:49:28,2019-11-05T13:49:28.155Z,error,no,Q18035296,Q32144851
361,KMT2D,HGNC:7133,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8374,2017-06-22T00:00:00,error,no,Q18032727,Q56013982
362,KRAS,HGNC:6407,Costello syndrome,MONDO_0009026,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/bc9a82d0-8447-454c-8d54-def792d20e1d--2018-07-24T17:41:41,2018-07-24T17:41:41.897Z,error,no,Q20969980,Q1136492
363,KRAS,HGNC:6407,Noonan syndrome,MONDO_0018997,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/6476a5fd-8f66-462b-b17a-43540dad3c1f--2018-07-24T13:54:41,2018-07-24T13:54:41.822Z,error,yes,Q20969980,absent
364,KRAS,HGNC:6407,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/f8586234-5306-4547-bd1b-3d8443d6589b--2018-07-24T20:26:58,2018-07-24T20:26:58.436Z,error,no,Q20969980,absent
365,KRAS,HGNC:6407,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,Strong,https://search.clinicalgenome.org/kb/gene-validity/248e0d6b-9300-4d17-a350-f742fa92c82c--2018-07-24T15:54:40,2018-07-24T15:54:40.274Z,error,no,Q20969980,absent
366,KRAS,HGNC:6407,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/08ac18e3-8dbd-498c-861b-e6523df6c9a3--2018-07-25T13:53:32,2018-07-25T13:53:32.016Z,error,no,Q20969980,Q55783530
367,L1CAM,HGNC:6470,L1 syndrome,MONDO_0017140,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/e8541f5b-a166-44cd-a7f3-fce263ef8fde--2019-10-02T16:00:00,2019-10-02T16:00:00.000Z,complete,yes,Q14865255,Q56013931
368,LAMB1,HGNC:6486,cobblestone lissencephaly without muscular or ocular involvement,MONDO_0014077,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/5461,2016-11-15T00:00:00,error,no,Q18028452,Q56003205
369,LAMP2,HGNC:6501,Danon disease,MONDO_0010281,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10060,2017-10-11T13:00:00,complete,yes,Q18028468,Q5220984
370,LARS2,HGNC:17095,Perrault syndrome,MONDO_0017312,SOP5,Strong,https://search.clinicalgenome.org/kb/gene-validity/8afe11e7-7c53-46e2-b48e-37ee2bc144ce--2018-06-27T20:24:27,2018-06-27T20:24:27.557Z,error,no,Q18037145,absent
371,LBR,HGNC:6518,regressive spondylometaphyseal dysplasia,MONDO_0018663,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/5462,2016-12-01T00:00:00,error,no,Q14911836,Q55788245
372,LHFPL5,HGNC:21253,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8a029f02-3524-4932-9293-9c02304fdd2b--2018-04-24T16:00:00,2018-04-24T16:00:00.000Z,complete,yes,Q18053573,Q9079046
373,LOX,HGNC:6664,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/8258,2016-07-25T00:00:00,error,no,Q14907096,absent
374,LOXHD1,HGNC:26521,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a35c0909-7546-465c-a069-47e901fce483--2018-05-08T04:00:00,2018-05-08T04:00:00.000Z,complete,yes,Q18049627,Q9079046
375,LPIN1,HGNC:13345,"myoglobinuria, acute recurrent, autosomal recessive",MONDO_0009992,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/642c8d4a-d498-4739-957d-a4e0d457362a--2018-09-25T16:00:00,2018-09-25T16:00:00.000Z,complete,yes,Q18036968,Q55998732
376,LRPAP1,HGNC:6701,"myopia 23, autosomal recessive",MONDO_0014183,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/10142,false,error,no,Q18028673,absent
377,LRTOMT,HGNC:25033,autosomal recessive nonsyndromic deafness 63,MONDO_0012670,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/5662,2017-02-15T00:00:00,complete,yes,Q18053418,Q28024642
378,LZTR1,HGNC:6742,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/2f236318-ea84-4385-acd1-eff2b0b08caa--2018-06-01T20:25:47,2018-06-01T20:25:47.260Z,error,no,Q18032769,absent
379,LZTR1,HGNC:6742,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/ec8aa8ef-fbfd-43d2-90d2-fb574304158f--2018-06-04T12:49:20,2018-06-04T12:49:20.936Z,error,no,Q18032769,Q1136492
380,LZTR1,HGNC:6742,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/86c25b32-e894-4835-a7fd-a22fdd12e101--2018-06-04T12:54:18,2018-06-04T12:54:18.408Z,error,no,Q18032769,absent
381,LZTR1,HGNC:6742,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/6fd6a3fd-8928-47c2-85a9-225b128e8115--2018-06-06T14:59:40,2018-06-06T14:59:40.758Z,error,no,Q18032769,absent
382,LZTR1,HGNC:6742,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/513efe98-f686-4306-bc11-4aef7500e9db--2018-06-06T14:50:33,2018-06-06T14:50:33.145Z,error,no,Q18032769,absent
383,LZTR1,HGNC:6742,Noonan syndrome,MONDO_0018997,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/7aa1e103-4f77-4c50-99c5-621a6a837b95--2018-07-24T15:11:46,2018-07-24T15:11:46.964Z,error,no,Q18032769,absent
384,LZTR1,HGNC:6742,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/79d3bac7-a2bc-4b7d-b146-db5b9cf05275--2018-06-06T14:55:46,2018-06-06T14:55:46.448Z,error,no,Q18032769,Q1136492
385,LZTR1,HGNC:6742,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/11fc164e-e76c-46dd-92a5-56d452bb71ac--2018-06-06T15:06:37,2018-06-06T15:06:37.940Z,error,no,Q18032769,Q55783530
386,LZTR1,HGNC:6742,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/4466f5b4-a335-406d-a18a-1bdafae038f0--2018-06-05T12:20:37,2018-06-05T12:20:37.846Z,error,no,Q18032769,Q55783530
387,LZTR1,HGNC:6742,Noonan syndrome,MONDO_0018997,SOP5,Strong,https://search.clinicalgenome.org/kb/gene-validity/6f21db9c-87ea-4095-96ca-4277eaa21232--2018-07-25T14:59:47,2018-07-25T14:59:47.478Z,error,no,Q18032769,absent
388,MAGI2,HGNC:18957,infantile epilepsy syndrome,MONDO_0020071,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/7d622b88-9c77-47f8-93b1-808517da0cff--2018-06-26T15:28:17,2018-06-26T15:28:17.511Z,error,no,Q18034740,Q18553413
389,MAP2K1,HGNC:6840,Noonan syndrome,MONDO_0018997,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/1eafd4b1-29b1-4a17-a7ac-2c555f2e2648--2018-07-24T13:58:57,2018-07-24T13:58:57.100Z,error,no,Q18030793,absent
390,MAP2K1,HGNC:6840,Costello syndrome,MONDO_0009026,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/8d28301c-df25-4c10-9edb-34be26f2838d--2018-07-24T17:50:30,2018-07-24T17:50:30.141Z,error,no,Q18030793,Q1136492
391,MAP2K1,HGNC:6840,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/ee3071d5-ea0d-4804-ad61-3c6471f6a47e--2018-05-29T15:40:49,2018-05-29T15:40:49.885Z,error,no,Q18030793,absent
392,MAP2K1,HGNC:6840,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/f8c7a090-0a97-4653-bd51-702a9f9144b9--2018-05-29T15:04:50,2018-05-29T15:04:50.147Z,error,yes,Q18030793,absent
393,MAP2K1,HGNC:6840,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/a193c787-d2f7-4a5e-8347-921d84423b25--2018-07-25T13:55:16,2018-07-25T13:55:16.424Z,error,no,Q18030793,Q55783530
394,MAP2K2,HGNC:6842,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/1ecc65fd-ac70-425c-a5a3-05910f3e81c7--2018-05-29T18:17:18,2018-05-29T18:17:18.324Z,error,no,Q18030794,Q55783530
395,MAP2K2,HGNC:6842,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/7765e2a4-19e4-4b15-9233-4847606fc501--2018-07-24T15:58:45,2018-07-24T15:58:45.859Z,error,yes,Q18030794,absent
396,MAP2K2,HGNC:6842,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/1ad00e2a-479e-41c8-b0da-f3394e71681a--2018-05-29T18:03:58,2018-05-29T18:03:58.949Z,error,no,Q18030794,Q1136492
397,MAP2K2,HGNC:6842,Noonan syndrome,MONDO_0018997,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/6a0eeefd-9105-435d-9daf-c748e52b0941--2018-06-01T15:45:50,2018-06-01T15:45:50.251Z,error,no,Q18030794,absent
398,MAP2K2,HGNC:6842,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/c633e0eb-ba18-4090-a889-2df01bbdd4d0--2018-05-29T18:11:18,2018-05-29T18:11:18.683Z,error,no,Q18030794,absent
399,MARVELD2,HGNC:26401,nonsyndromic genetic deafness,MONDO_0019497,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/ba6df3f7-a000-401c-94d9-0dc5cb901f32--2018-08-29T19:16:31,2018-08-29T19:16:31.669Z,complete,yes,Q18052235,Q9079046
400,MAT1A,HGNC:6903,brain demyelination due to methionine adenosyltransferase deficiency,MONDO_0009607,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/35cff382-98fe-4103-8edc-101f0c565a9e--2019-09-13T12:57:23,2019-09-13T12:57:23.386Z,complete,yes,Q18028888,Q55782094
401,MAT2A,HGNC:6904,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8263,2016-07-03T00:00:00,error,no,Q18028891,absent
