	raw_drug_name	source_name	drug_UMLS_CUI	drug_ChEBI_ID	drug_cas#	predicate_raw	predicate_aggregate	predicate_string	indication_raw_string	umls_phen_cui	umls_phen_PT	drug_cas_wdid	drug_chebi_wdid	drug_cui_wdid	phen_cui_wdid
9588	Clonazepam	NDFRT	C0009011	3756.0	1622-61-3	may_treat			Bipolar Disorder	C0005586	Bipolar Disorder	Q407988	Q407988	Q407988	Q131755
9589	Clonazepam	NDFRT	C0009011	3756.0	1622-61-3	may_treat			Dysarthria	C0013362	Dysarthria	Q407988	Q407988	Q407988	Q225957
9590	Clonazepam	NDFRT	C0009011	3756.0	1622-61-3	may_treat			Epilepsies, Myoclonic	C0014550	Epilepsies, Myoclonic	Q407988	Q407988	Q407988	Q5326887
9593	Clonazepam	NDFRT	C0009011	3756.0	1622-61-3	may_treat			Panic Disorder	C0030319	Panic Disorder	Q407988	Q407988	Q407988	Q741713
9594	Clonazepam	NDFRT	C0009011	3756.0	1622-61-3	may_treat			Restless Legs Syndrome	C0035258	Restless Legs Syndrome	Q407988	Q407988	Q407988	Q916280
9595	Clonazepam	NDFRT	C0009011	3756.0	1622-61-3	may_treat			Schizophrenia	C0036341	Schizophrenia	Q407988	Q407988	Q407988	Q41112
9687	Clotrimazole	NDFRT	C0009074	3764.0	23593-75-1	may_treat			Candidiasis, Vulvovaginal	C0700345	Candidiasis, Vulvovaginal	Q413546	Q413546	Q413546	Q977090
9694	Cloxacillin	NDFRT	C0009077	49566.0	61-72-3	may_treat			Cellulitis	C0007642	Cellulitis	Q422219	Q422219	Q422219	Q876887
9697	Cloxacillin	NDFRT	C0009077	49566.0	61-72-3	may_treat			Osteomyelitis	C0029443	Osteomyelitis	Q422219	Q422219	Q422219	Q938983
9698	Cloxacillin	NDFRT	C0009077	49566.0	61-72-3	may_treat			Pneumonia, Bacterial	C0004626	Pneumonia, Bacterial	Q422219	Q422219	Q422219	Q3776920
9701	Cloxacillin	NDFRT	C0009077	49566.0	61-72-3	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q422219	Q422219	Q422219	Q55779861
9702	Cloxacillin	NDFRT	C0009077	49566.0	61-72-3	may_treat			Wound Infection	C0043241	Wound Infection	Q422219	Q422219	Q422219	Q2112335
9711	Clozapine	NDFRT	C0009079	3766.0	5786-21-0	may_treat			Bipolar Disorder	C0005586	Bipolar Disorder	Q221361	Q221361	Q221361	Q131755
9712	Clozapine	NDFRT	C0009079	3766.0	5786-21-0	may_treat			Psychotic Disorders	C0033975	Psychotic Disorders	Q221361	Q221361	Q221361	Q170082
9713	Clozapine	NDFRT	C0009079	3766.0	5786-21-0	may_treat			Schizophrenia	C0036341	Schizophrenia	Q221361	Q221361	Q221361	Q41112
9735	Cocaine	NDFRT	C0009170	27958.0	50-36-2	may_treat			Cough	C0010200	Coughing	Q41576	Q41576	Q41576	Q35805
9736	Cocaine	NDFRT	C0009170	27958.0	50-36-2	may_treat			Pain	C0030193	Pain	Q41576	Q41576	Q41576	Q81938
9879	CROMOLYN	NDFRT	C0086073	59773.0	16110-51-3	may_treat			Asthma	C0004096	Asthma	Q416427	Q416427	Q416427	Q35869
9882	CROMOLYN	NDFRT	C0086073	59773.0	16110-51-3	may_treat			Conjunctivitis	C0009763	Conjunctivitis	Q416427	Q416427	Q416427	Q167844
9884	CROMOLYN	NDFRT	C0086073	59773.0	16110-51-3	may_treat			Inflammatory Bowel Diseases	C0021390	Inflammatory Bowel Diseases	Q416427	Q416427	Q416427	Q917447
9885	CROMOLYN	NDFRT	C0086073	59773.0	16110-51-3	may_treat			Mastocytosis	C0024899	Mastocytosis	Q416427	Q416427	Q416427	Q112670
9886	CROMOLYN	NDFRT	C0086073	59773.0	16110-51-3	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q416427	Q416427	Q416427	Q55136018
9932	Cyclacillin	NDFRT	C0010523	31444.0	3485-14-1	may_treat			Staphylococcal Infections	C0038160	Staphylococcal Infections	Q5119441	Q5119441	Q5119441	Q34879
9933	Cyclacillin	NDFRT	C0010523	31444.0	3485-14-1	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q5119441	Q5119441	Q5119441	Q55779861
9946	Cyclizine	NDFRT	C0010547	3994.0	82-92-8	may_prevent&treat			Nausea	C0027497	Nausea	Q867308	Q867308	Q867308	Q186889
9947	Cyclizine	NDFRT	C0010547	3994.0	82-92-8	may_prevent&treat			Vomiting	C0042963	Vomiting	Q867308	Q867308	Q867308	Q127076
9957	cyclobenzaprine	NDFRT	C0056732	3996.0	303-53-7	may_treat			Muscle Cramp	C0026821	Muscle Cramp	Q5198674	Q5198674	Q5198674	Q2006818
9958	cyclobenzaprine	NDFRT	C0056732	3996.0	303-53-7	may_treat			Muscle Rigidity	C0026837	Muscle Rigidity	Q5198674	Q5198674	Q5198674	Q21504918
9959	cyclobenzaprine	NDFRT	C0056732	3996.0	303-53-7	may_treat			Muscle Spasticity	C0026838	Muscle Spasticity	Q5198674	Q5198674	Q5198674	Q117060
9960	cyclobenzaprine	NDFRT	C0056732	3996.0	303-53-7	may_treat			Myositis	C0027121	Myositis	Q5198674	Q5198674	Q5198674	Q1433212
9961	cyclobenzaprine	NDFRT	C0056732	3996.0	303-53-7	may_treat			Pain	C0030193	Pain	Q5198674	Q5198674	Q5198674	Q81938
9962	cyclobenzaprine	NDFRT	C0056732	3996.0	303-53-7	may_treat			Spasm	C0037763	Spasm	Q5198674	Q5198674	Q5198674	Q574360
9963	cyclobenzaprine	NDFRT	C0056732	3996.0	303-53-7	may_treat			Tetanus	C0039614	Tetanus	Q5198674	Q5198674	Q5198674	Q47790
10042	Cycloserine	NDFRT	C0010590	40009.0	68-41-7	may_treat			Gaucher Disease	C0017205	Gaucher Disease	Q418508	Q418508	Q418508	Q861645
10050	Cyclosporine	NDFRT	C0010592	4031.0	59865-13-3	may_treat			Arthritis, Rheumatoid	C0003873	Rheumatoid Arthritis	Q367700	Q367700	Q367700	Q187255
10053	Cyclosporine	NDFRT	C0010592	4031.0	59865-13-3	may_treat			Lupus Erythematosus, Systemic	C0024141	Lupus Erythematosus, Systemic	Q367700	Q367700	Q367700	Q1485
10054	Cyclosporine	NDFRT	C0010592	4031.0	59865-13-3	may_treat			Myasthenia Gravis	C0026896	Myasthenia Gravis	Q367700	Q367700	Q367700	Q8285
10055	Cyclosporine	NDFRT	C0010592	4031.0	59865-13-3	may_treat			Psoriasis	C0033860	Psoriasis	Q367700	Q367700	Q367700	Q179945
10068	cyclothiazide	NDFRT	C0056831	31448.0	2259-96-3	may_treat			Edema	C0013604	Edema	Q5199066	Q5199066	Q5199066	Q152234
10070	cyclothiazide	NDFRT	C0056831	31448.0	2259-96-3	may_treat			Hypertension	C0020538	Hypertensive Disease	Q5199066	Q5199066	Q5199066	Q41861
10071	cyclothiazide	NDFRT	C0056831	31448.0	2259-96-3	may_treat			Nephrotic Syndrome	C0027726	Nephrotic Syndrome	Q5199066	Q5199066	Q5199066	Q504790
10090	Cyproheptadine	DrugBank	C0010620	4046.0	129-03-3	treatment		348	For treatment of perennial and seasonal allergic rhinitis, vasomotor rhinitis, allergic conjunctivitis due to inhalant allergens and foods, mild uncomplicated allergic skin manifestations of urticaria and angioedema, amelioration of allergic reactions to blood or plasma, cold urticaria, dermatographism, and as therapy for anaphylactic reactions adjunctive to epinephrine.	C0009766	Allergic Conjunctivitis	Q417884	Q417884	Q417884	Q471521
10093	Cyproheptadine	DrugBank	C0010620	4046.0	129-03-3	treatment		348	For treatment of perennial and seasonal allergic rhinitis, vasomotor rhinitis, allergic conjunctivitis due to inhalant allergens and foods, mild uncomplicated allergic skin manifestations of urticaria and angioedema, amelioration of allergic reactions to blood or plasma, cold urticaria, dermatographism, and as therapy for anaphylactic reactions adjunctive to epinephrine.	C0002994	Angioedema	Q417884	Q417884	Q417884	Q1129007
10094	Cyproheptadine	DrugBank	C0010620	4046.0	129-03-3	treatment		348	For treatment of perennial and seasonal allergic rhinitis, vasomotor rhinitis, allergic conjunctivitis due to inhalant allergens and foods, mild uncomplicated allergic skin manifestations of urticaria and angioedema, amelioration of allergic reactions to blood or plasma, cold urticaria, dermatographism, and as therapy for anaphylactic reactions adjunctive to epinephrine.	C0018621	Hay Fever	Q417884	Q417884	Q417884	Q3740609
10095	Cyproheptadine	DrugBank	C0010620	4046.0	129-03-3	treatment		348	For treatment of perennial and seasonal allergic rhinitis, vasomotor rhinitis, allergic conjunctivitis due to inhalant allergens and foods, mild uncomplicated allergic skin manifestations of urticaria and angioedema, amelioration of allergic reactions to blood or plasma, cold urticaria, dermatographism, and as therapy for anaphylactic reactions adjunctive to epinephrine.	C0035460	Rhinitis, Vasomotor	Q417884	Q417884	Q417884	Q2403156
10105	Cyproheptadine	NDFRT	C0010620	4046.0	129-03-3	may_treat			Cluster Headache	C0009088	Cluster Headache	Q417884	Q417884	Q417884	Q166907
10106	Cyproheptadine	NDFRT	C0010620	4046.0	129-03-3	may_treat			Dyskinesias	C0013384	Dyskinetic Syndrome	Q417884	Q417884	Q417884	Q55012959
10107	Cyproheptadine	NDFRT	C0010620	4046.0	129-03-3	may_treat			Nelson Syndrome	C0027577	Nelson Syndrome	Q417884	Q417884	Q417884	Q2165266
10108	Cyproheptadine	NDFRT	C0010620	4046.0	129-03-3	may_treat			Paraparesis, Spastic	C0037771	Paraparesis, Spastic	Q417884	Q417884	Q417884	Q55083510
10109	Cyproheptadine	NDFRT	C0010620	4046.0	129-03-3	may_treat			Pruritus	C0033774	Pruritus	Q417884	Q417884	Q417884	Q199602
10110	Cyproheptadine	NDFRT	C0010620	4046.0	129-03-3	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q417884	Q417884	Q417884	Q55136018
10111	Cyproheptadine	NDFRT	C0010620	4046.0	129-03-3	may_treat			Schizophrenia	C0036341	Schizophrenia	Q417884	Q417884	Q417884	Q41112
10132	cytarabine	DailyMed	C0010711	28680.0	147-94-4	treatment		371	INDICATIONS AND USAGE Cytarabine in combination with other approved anticancer drugs is indicated for remission induction in acute non-lymphocytic leukemia of adults and children, It has also been found useful in the treatment of acute lymphocytic leukemia and the blast phase of chronic myelocytic leukemia, Intrathecal administration of cytarabine is indicated in the prophylaxis and treatment of meningeal leukemia,	C0023449	Acute Lymphocytic Leukemia	Q180983	Q180983	Q180983	Q180664
10140	Cytarabine	NDFRT	C0010711	28680.0	147-94-4	may_treat			Leukemia	C0023418	Leukemia	Q180983	Q180983	Q180983	Q29496
10141	Cytarabine	NDFRT	C0010711	28680.0	147-94-4	may_treat			Lymphoma	C0024299	Lymphoma	Q180983	Q180983	Q180983	Q208414
10176	Dactinomycin	NDFRT	C0010934	27666.0	50-76-0	may_treat			Choriocarcinoma	C0008497	Choriocarcinoma	Q186127	Q186127	Q186127	Q1076481
10177	Dactinomycin	NDFRT	C0010934	27666.0	50-76-0	may_treat			Melanoma	C0025202	Melanoma	Q186127	Q186127	Q186127	Q180614
10179	Dactinomycin	NDFRT	C0010934	27666.0	50-76-0	may_treat			Retinoblastoma	C0035335	Retinoblastoma	Q186127	Q186127	Q186127	Q500695
10180	Dactinomycin	NDFRT	C0010934	27666.0	50-76-0	may_treat			Rhabdomyosarcoma	C0035412	Rhabdomyosarcoma	Q186127	Q186127	Q186127	Q1898141
10184	Dactinomycin	NDFRT	C0010934	27666.0	50-76-0	may_treat			Testicular Neoplasms	C0039590	Testicular Neoplasms	Q186127	Q186127	Q186127	Q324464
10239	Danazol	DrugBank	C0010961	4315.0	17230-88-5	treatment		132	For the treatment of endometriosis and fibrocystic breast disease (in patients unresponsive to simple measures), Also used for the prophylactic treatment of all types of hereditary angioedema in males and females.	C0014175	Endometriosis	Q419652	Q419652	Q419652	Q205764
10244	Danazol	NDFRT	C0010961	4315.0	17230-88-5	may_treat			Edema	C0013604	Edema	Q419652	Q419652	Q419652	Q152234
10245	Danazol	NDFRT	C0010961	4315.0	17230-88-5	may_treat			Endometriosis	C0014175	Endometriosis	Q419652	Q419652	Q419652	Q205764
10253	Dantrolene	NDFRT	C0010976	4317.0	7261-97-4	may_treat			Cerebral Infarction	C0007785	Cerebral Infarction	Q421274	Q421274	Q421274	Q1209150
10254	Dantrolene	NDFRT	C0010976	4317.0	7261-97-4	may_treat			Cerebral Palsy	C0007789	Cerebral Palsy	Q421274	Q421274	Q421274	Q210427
10256	Dantrolene	NDFRT	C0010976	4317.0	7261-97-4	may_treat			Multiple Sclerosis	C0026769	Multiple Sclerosis	Q421274	Q421274	Q421274	Q8277
10257	Dantrolene	NDFRT	C0010976	4317.0	7261-97-4	may_treat			Muscle Spasticity	C0026838	Muscle Spasticity	Q421274	Q421274	Q421274	Q117060
10258	Dantrolene	NDFRT	C0010976	4317.0	7261-97-4	may_treat			Neuroleptic Malignant Syndrome	C0027849	Neuroleptic Malignant Syndrome	Q421274	Q421274	Q421274	Q1424956
10277	dapiprazole	NDFRT	C0057143	51066.0	72822-12-9	may_treat			Mydriasis	C0026961	Mydriasis	Q901963	Q901963	Q901963	Q1128283
10287	Dapsone	NDFRT	C0010980	4325.0	80-08-0	may_treat			Dermatitis Herpetiformis	C0011608	Dermatitis Herpetiformis	Q422226	Q422226	Q422226	Q1151507
10288	Dapsone	NDFRT	C0010980	4325.0	80-08-0	may_treat			Leprosy, Lepromatous	C0023348	Leprosy, Lepromatous	Q422226	Q422226	Q422226	Q6527832
10290	Dapsone	NDFRT	C0010980	4325.0	80-08-0	may_treat			Polychondritis, Relapsing	C0032453	Polychondritis, Relapsing	Q422226	Q422226	Q422226	Q187656
10316	darunavir	USAN_TC	C1435444	367163.0	206361-99-1	treatment			treatment of HIV infection	C0019693	Hiv Infections	Q3765251	Q3765251	Q3765251	Q18556697
10321	Daunorubicin	NDFRT	C0011015	41977.0	20830-81-3	may_treat			Leukemia, Lymphocytic, Acute	C0023449	Acute Lymphocytic Leukemia	Q411659	Q411659	Q411659	Q180664
10322	Daunorubicin	NDFRT	C0011015	41977.0	20830-81-3	may_treat			Leukemia, Myelocytic, Acute	C0023467	Leukemia, Myelocytic, Acute	Q411659	Q411659	Q411659	Q264118
10369	Deferoxamine	NDFRT	C0011145	4356.0	70-51-9	may_treat			Bone Diseases	C0005940	Bone Diseases	Q419618	Q419618	Q419618	Q4941552
10370	Deferoxamine	NDFRT	C0011145	4356.0	70-51-9	may_treat			Corneal Diseases	C0010034	Corneal Diseases	Q419618	Q419618	Q419618	Q18553785
10407	Demeclocycline	NDFRT	C0011276	4392.0	127-33-3	may_treat			Gonorrhea	C0018081	Gonorrhea	Q2736402	Q2736402	Q2736402	Q101896
10409	Demeclocycline	NDFRT	C0011276	4392.0	127-33-3	may_treat			Inappropriate ADH Syndrome	C0021141	Inappropriate Adh Syndrome	Q2736402	Q2736402	Q2736402	Q959457
10410	Demeclocycline	NDFRT	C0011276	4392.0	127-33-3	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q2736402	Q2736402	Q2736402	Q55779861
10453	deserpidine	NDFRT	C0175158	27478.0	131-01-1	may_treat			Dyskinesias	C0013384	Dyskinetic Syndrome	Q5263885	Q5263885	Q5263885	Q55012959
10454	deserpidine	NDFRT	C0175158	27478.0	131-01-1	may_treat			Hypertension	C0020538	Hypertensive Disease	Q5263885	Q5263885	Q5263885	Q41861
10455	deserpidine	NDFRT	C0175158	27478.0	131-01-1	may_treat			Schizophrenia	C0036341	Schizophrenia	Q5263885	Q5263885	Q5263885	Q41112
10461	desflurane	NDFRT	C0063252	4445.0	57041-67-5	may_treat			Hypertension	C0020538	Hypertensive Disease	Q419383	Q419383	Q419383	Q41861
10462	desflurane	NDFRT	C0063252	4445.0	57041-67-5	may_prevent&treat			Pain	C0030193	Pain	Q419383	Q419383	Q419383	Q81938
10474	Desipramine	NDFRT	C0011685	47781.0	50-47-5	may_treat			Depressive Disorder	C0011581	Depressive Disorder	Q423288	Q423288	Q423288	Q66793701
10475	Desipramine	NDFRT	C0011685	47781.0	50-47-5	may_treat			Pain	C0030193	Pain	Q423288	Q423288	Q423288	Q81938
10476	Desipramine	NDFRT	C0011685	47781.0	50-47-5	may_treat			Substance-Related Disorders	C0236969	Substance-Related Disorders	Q423288	Q423288	Q423288	Q7632070
10485	Deslanoside	NDFRT	C0011689	31468.0	17598-65-1	may_treat			Atrial Fibrillation	C0004238	Atrial Fibrillation	Q5264583	Q5264583	Q5264583	Q815819
10486	Deslanoside	NDFRT	C0011689	31468.0	17598-65-1	may_treat			Atrial Flutter	C0004239	Atrial Flutter	Q5264583	Q5264583	Q5264583	Q1506572
10495	desloratadine	NDFRT	C0908935	291342.0	100643-71-8	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q418060	Q418060	Q418060	Q55136018
10498	desloratadine	USAN_TC	C0908935	291342.0	100643-71-8	treatment	treats		treatment of seasonal allergic rhinitis (H1 receptor antagonist)	C0018621	Hay Fever	Q418060	Q418060	Q418060	Q3740609
10519	Desogestrel	NDFRT	C0057558	4453.0	54024-22-5	may_treat			Endometriosis	C0014175	Endometriosis	Q415304	Q415304	Q415304	Q205764
10526	Desonide	NDFRT	C0011705	204734.0	638-94-8	may_treat			Facial Dermatoses	C0015456	Facial Dermatoses	Q904011	Q904011	Q904011	Q18555301
10528	Desonide	NDFRT	C0011705	204734.0	638-94-8	may_treat			Hand Dermatoses	C0018567	Hand Dermatoses	Q904011	Q904011	Q904011	Q18555313
10529	Desonide	NDFRT	C0011705	204734.0	638-94-8	may_treat			Inflammation	C0021368	Inflammation	Q904011	Q904011	Q904011	Q101991
10530	Desonide	NDFRT	C0011705	204734.0	638-94-8	may_treat			Leg Dermatoses	C0023219	Leg Dermatoses	Q904011	Q904011	Q904011	Q18555307
10531	Desonide	NDFRT	C0011705	204734.0	638-94-8	may_treat			Scalp Dermatoses	C0036271	Scalp Dermatoses	Q904011	Q904011	Q904011	Q18555302
10535	Desoximetasone	NDFRT	C0011707	691037.0	382-67-2	may_treat			Facial Dermatoses	C0015456	Facial Dermatoses	Q385370	Q385370	Q385370	Q18555301
10537	Desoximetasone	NDFRT	C0011707	691037.0	382-67-2	may_treat			Hand Dermatoses	C0018567	Hand Dermatoses	Q385370	Q385370	Q385370	Q18555313
10538	Desoximetasone	NDFRT	C0011707	691037.0	382-67-2	may_treat			Inflammation	C0021368	Inflammation	Q385370	Q385370	Q385370	Q101991
10539	Desoximetasone	NDFRT	C0011707	691037.0	382-67-2	may_treat			Leg Dermatoses	C0023219	Leg Dermatoses	Q385370	Q385370	Q385370	Q18555307
10540	Desoximetasone	NDFRT	C0011707	691037.0	382-67-2	may_treat			Scalp Dermatoses	C0036271	Scalp Dermatoses	Q385370	Q385370	Q385370	Q18555302
10567	Dexamethasone	NDFRT	C0011777	41879.0	50-02-2	may_treat			Hematologic Diseases	C0018939	Hematological Disease	Q422252	Q422252	Q422252	Q1963588
10568	Dexamethasone	NDFRT	C0011777	41879.0	50-02-2	may_treat			Inflammation	C0021368	Inflammation	Q422252	Q422252	Q422252	Q101991
10570	Dexamethasone	NDFRT	C0011777	41879.0	50-02-2	may_prevent&treat			Nausea	C0027497	Nausea	Q422252	Q422252	Q422252	Q186889
10572	Dexamethasone	NDFRT	C0011777	41879.0	50-02-2	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q422252	Q422252	Q422252	Q55136018
10574	Dexamethasone	NDFRT	C0011777	41879.0	50-02-2	may_prevent&treat			Vomiting	C0042963	Vomiting	Q422252	Q422252	Q422252	Q127076
10581	dexbrompheniramine	NDFRT	C0057605	59269.0	132-21-8	may_treat			Rhinitis, Allergic, Perennial	C0035457	Rhinitis, Allergic, Perennial	Q5268318	Q5268318	Q5268318	Q55136018
10582	dexbrompheniramine	NDFRT	C0057605	59269.0	132-21-8	may_treat			Sinusitis	C0037199	Sinusitis	Q5268318	Q5268318	Q5268318	Q183344
10594	Dexfenfluramine	NDFRT	C0011786	439329.0	3239-44-9	may_treat			Obesity	C0028754	Obesity	Q3025599	Q3025599	Q3025599	Q12174
10608	Dexmedetomidine	NDFRT	C0113293	4466.0	113775-47-6	may_treat			Pain	C0030193	Pain	Q412133	Q412133	Q412133	Q81938
10625	Dextroamphetamine	NDFRT	C0011812	4469.0	51-64-9	may_treat			Narcolepsy	C0027404	Narcolepsy	Q1706418	Q1706418	Q1706418	Q189561
10638	Dextrothyroxine	NDFRT	C0011824	30659.0	51-49-0	may_treat			Hypercholesterolemia	C0020443	Hypercholesterolemia	Q5268499	Q5268499	Q5268499	Q762713
10641	dezocine	NDFRT	C0057626	4474.0	53648-55-8	may_treat			Pain	C0030193	Pain	Q1109018	Q1109018	Q1109018	Q81938
10672	Diazepam	NDFRT	C0012010	49575.0	439-14-5	may_treat			Muscle Spasticity	C0026838	Muscle Spasticity	Q210402	Q210402	Q210402	Q117060
10673	Diazepam	NDFRT	C0012010	49575.0	439-14-5	may_treat			Panic Disorder	C0030319	Panic Disorder	Q210402	Q210402	Q210402	Q741713
10674	Diazepam	NDFRT	C0012010	49575.0	439-14-5	may_treat			Status Epilepticus	C0038220	Status Epilepticus	Q210402	Q210402	Q210402	Q980709
10700	Diazoxide	NDFRT	C0012022	4495.0	364-98-7	may_treat			Hypoglycemia	C0020615	Hypoglycemia	Q420009	Q420009	Q420009	Q202758
10722	Dibucaine	NDFRT	C0012050	247956.0	85-79-0	may_prevent&treat			Pain	C0030193	Pain	Q417603	Q417603	Q417603	Q81938
10723	Dibucaine	NDFRT	C0012050	247956.0	85-79-0	may_treat			Pruritus	C0033774	Pruritus	Q417603	Q417603	Q417603	Q199602
10752	Dichlorphenamide	NDFRT	C0012086	101085.0	120-97-8	may_treat			Glaucoma	C0017601	Glaucoma	Q3706987	Q3706987	Q3706987	Q159701
10776	Diclofenac	NDFRT	C0012091	47381.0	15307-86-5	may_treat			Dysmenorrhea	C0013390	Dysmenorrhea	Q244408	Q244408	Q244408	Q816422
10777	Diclofenac	NDFRT	C0012091	47381.0	15307-86-5	may_treat			Inflammation	C0021368	Inflammation	Q244408	Q244408	Q244408	Q101991
10778	Diclofenac	NDFRT	C0012091	47381.0	15307-86-5	may_treat			Keratosis	C0022593	Keratosis	Q244408	Q244408	Q244408	Q3667186
10780	Diclofenac	NDFRT	C0012091	47381.0	15307-86-5	may_treat			Photophobia	C0085636	Photophobia	Q244408	Q244408	Q244408	Q281289
10781	Diclofenac	NDFRT	C0012091	47381.0	15307-86-5	may_treat			Spondylitis, Ankylosing	C0038013	Ankylosing Spondylitis	Q244408	Q244408	Q244408	Q52849
10783	Dicloxacillin	NDFRT	C0012093	4511.0	3116-76-5	may_treat			Cellulitis	C0007642	Cellulitis	Q2313471	Q2313471	Q2313471	Q876887
10785	Dicloxacillin	NDFRT	C0012093	4511.0	3116-76-5	may_treat			Osteomyelitis	C0029443	Osteomyelitis	Q2313471	Q2313471	Q2313471	Q938983
10786	Dicloxacillin	NDFRT	C0012093	4511.0	3116-76-5	may_treat			Pneumonia, Bacterial	C0004626	Pneumonia, Bacterial	Q2313471	Q2313471	Q2313471	Q3776920
10790	Dicloxacillin	NDFRT	C0012093	4511.0	3116-76-5	may_treat			Urinary Tract Infections	C0042029	Urinary Tract Infection	Q2313471	Q2313471	Q2313471	Q55779861
10791	Dicloxacillin	NDFRT	C0012093	4511.0	3116-76-5	may_treat			Wound Infection	C0043241	Wound Infection	Q2313471	Q2313471	Q2313471	Q2112335
10799	Dicumarol	NDFRT	C0005640	4513.0	66-76-2	may_prevent&treat			Pulmonary Embolism	C0034065	Pulmonary Embolism	Q420886	Q420886	Q420886	Q220570
10800	Dicumarol	NDFRT	C0005640	4513.0	66-76-2	may_prevent&treat			Thromboembolism	C0040038	Thromboembolism	Q420886	Q420886	Q420886	Q55286710
10867	Diethylstilbestrol	NDFRT	C0012203	41922.0	56-53-1	may_treat			Carcinoma	C0007097	Carcinoma	Q423989	Q423989	Q423989	Q33525
10877	DIFLORASONE	NDFRT	C0304612	59750.0	2557-49-5	may_treat			Facial Dermatoses	C0015456	Facial Dermatoses	Q5275451	Q5275451	Q5275451	Q18555301
10879	DIFLORASONE	NDFRT	C0304612	59750.0	2557-49-5	may_treat			Hand Dermatoses	C0018567	Hand Dermatoses	Q5275451	Q5275451	Q5275451	Q18555313
10880	DIFLORASONE	NDFRT	C0304612	59750.0	2557-49-5	may_treat			Inflammation	C0021368	Inflammation	Q5275451	Q5275451	Q5275451	Q101991
10881	DIFLORASONE	NDFRT	C0304612	59750.0	2557-49-5	may_treat			Leg Dermatoses	C0023219	Leg Dermatoses	Q5275451	Q5275451	Q5275451	Q18555307
10882	DIFLORASONE	NDFRT	C0304612	59750.0	2557-49-5	may_treat			Pruritus	C0033774	Pruritus	Q5275451	Q5275451	Q5275451	Q199602
10883	DIFLORASONE	NDFRT	C0304612	59750.0	2557-49-5	may_treat			Scalp Dermatoses	C0036271	Scalp Dermatoses	Q5275451	Q5275451	Q5275451	Q18555302
10890	Diflunisal	NDFRT	C0012228	39669.0	22494-42-4	may_treat			Arthritis, Rheumatoid	C0003873	Rheumatoid Arthritis	Q2602750	Q2602750	Q2602750	Q187255
10892	Diflunisal	NDFRT	C0012228	39669.0	22494-42-4	may_treat			Pain	C0030193	Pain	Q2602750	Q2602750	Q2602750	Q81938
