,application_number,brand_name,generic_name,is_original_packager,manufacturer_name,nui,original_packager_product_ndc,package_ndc,pharm_class_cs,pharm_class_epc,pharm_class_moa,pharm_class_pe,product_ndc,product_type,route,rxcui,rxcui_brandname,rxcui_ingredient,spl_id,spl_set_id,substance_name,unii,upc
3299,NDA017765,CLODERM,CLOCORTOLONE PIVALATE,[True],"PROMIUS PHARMA, LLC",[],[],"['67857-804-90', '67857-804-45', '67857-804-51']",[],[],[],[],['67857-804'],HUMAN PRESCRIPTION DRUG,['TOPICAL'],"['206048', '197520']",216096,21249,481A40AD-3F27-A615-1A4C-954B3D153B3A,4ABC01F2-03D4-43D5-A085-F452443CFCA2,['CLOCORTOLONE PIVALATE'],['QBL8IZH14X'],['0367857804510']
2129,NDA021673,CLOLAR,CLOFARABINE,[True],SANOFI-AVENTIS U.S. LLC,"['N0000000233', 'N0000175595']",[],['0024-5917-01'],[],['Nucleoside Metabolic Inhibitor [EPC]'],['Nucleic Acid Synthesis Inhibitors [MoA]'],[],['0024-5917'],HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['486419', '544915']",493622,44151,E1373B20-FC33-4690-8811-CFE6C7F3AF96,A8A6BCDA-3999-4158-A83F-1598E287C39F,['CLOFARABINE'],['762RDY0Y2H'],['0300245917010']
6165,ANDA070974,CLONIDINE,CLONIDINE HCL,[],STAT RX USA LLC,[],['0228-2127'],"['16590-266-30', '16590-266-90', '16590-266-71', '16590-266-72', '16590-266-60']",[],[],[],[],['16590-266'],HUMAN PRESCRIPTION DRUG,['ORAL'],['884173'],202941,142432,40B77BA7-18CB-40DA-A4E1-007D029F1DFE,438DECE9-95D4-40F2-84B4-9E2C6D88E760,['CLONIDINE HYDROCHLORIDE'],['W76I6XXF06'],[]
2388,ANDA210052,CLONIDINE HYDROCHLORIDE,CLONIDINE,[True],AMNEAL PHARMACEUTICALS LLC,[],[],['69238-1426-6'],[],[],[],[],['69238-1426'],HUMAN PRESCRIPTION DRUG,['ORAL'],['1013930'],1013931,142432,00511280-9D66-45D1-9381-FE1BE8500B7C,ACCB2879-7C0E-40D9-BC78-AF78FC619609,['CLONIDINE HYDROCHLORIDE'],['W76I6XXF06'],['0369238142662']
328,ANDA202984,CLONIDINE HYDROCHLORIDE EXTENDED-RELEASE,CLONIDINE HYDROCHLORIDE,[],"GOLDEN STATE MEDICAL SUPPLY, INC.",[],['10370-257'],['60429-431-60'],[],[],[],[],['60429-431'],HUMAN PRESCRIPTION DRUG,['ORAL'],['1013930'],1013931,142432,DFF64223-AC9A-4547-9D07-E4BA8C2C150B,DFF64223-AC9A-4547-9D07-E4BA8C2C150B,['CLONIDINE HYDROCHLORIDE'],['W76I6XXF06'],[]
122,ANDA090540,CLOPIDOGREL,CLOPIDOGREL BISULFATE,[],READYMEDS,[],['65862-357'],['64205-357-30'],[],[],[],[],['64205-357'],HUMAN PRESCRIPTION DRUG,['ORAL'],['309362'],174742,32968,2701E00C-2D9C-4845-852E-76D10BC4E4B4,515C54A3-FFA5-4EDC-8614-40A13CDA41DA,['CLOPIDOGREL BISULFATE'],['08I79HTP27'],[]
2519,ANDA077665,CLOPIDOGREL BISULFATE,CLOPIDOGREL,[],MYLAN INSTITUTIONAL INC.,[],"['0378-3627', '0378-3628']","['51079-558-01', '51079-558-03', '51079-557-01', '51079-557-20']",[],[],[],[],"['51079-558', '51079-557']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['749196', '309362']",174742,32968,51FFFACD-E767-25B6-E054-00144FF88E88,710BEDE3-2742-4413-8772-63B2A955FAB5,['CLOPIDOGREL BISULFATE'],['08I79HTP27'],[]
2365,NDA208791,CLOROTEKAL,CHLOROPROCAINE HYDROCHLORIDE,[True],SINTETICA SA,[],[],"['68055-699-01', '68055-699-10']",[],[],[],[],['68055-699'],HUMAN PRESCRIPTION DRUG,['INTRATHECAL'],"['1946735', '1946730']",1946731,53616,5ABD475C-5686-749A-E053-2991AA0AAEEA,D26CF2ED-998D-47A6-B2A9-CB653CF97E4D,['CHLOROPROCAINE HYDROCHLORIDE'],['LT7Z1YW11H'],['0368055699014']
5876,ANDA071325,CLORPRES,CLONIDINE HYDROCHLORIDE AND CHLORTHALIDONE,[True],MYLAN PHARMACEUTICALS INC.,"['N0000175420', 'N0000175359']",[],"['0378-0072-01', '0378-0027-01', '0378-0001-01']",[],['Thiazide-like Diuretic [EPC]'],[],['Increased Diuresis [PE]'],"['0378-0072', '0378-0001', '0378-0027']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['884202', '884203', '884207', '884198', '884196', '884192']",216099,214418,F030A2C7-4BB0-462B-B59A-7B4FBD140055,79A0F78A-BD88-4657-8B51-E24A64A270B6,"['CLONIDINE HYDROCHLORIDE', 'CHLORTHALIDONE']","['Q0MQD1073Q', 'W76I6XXF06']",[]
1941,NDA019758,CLOZARIL,CLOZAPINE,[],TYA PHARMACEUTICALS,['N0000175430'],['0078-0126'],['64725-1260-1'],[],['Atypical Antipsychotic [EPC]'],[],[],['64725-1260'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['197536', '104775']",216102,2626,089B76B6-71AF-4893-BB1B-4890FCC4A3E5,0CF63B13-48B2-4B07-B241-617725B52F6B,['CLOZAPINE'],['J60AR2IKIC'],[]
1605,NDA022268,COARTEM,ARTEMETHER AND LUMEFANTRINE,[],"DEPARTMENT OF STATE HEALTH SERVICES, PHARMACY BRANCH",['N0000175482'],['0078-0568'],['55695-020-00'],[],['Antimalarial [EPC]'],[],[],['55695-020'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['847734', '847731']",718834,282448,2B599071-41FA-23B2-E054-00144FF8D46C,2B599071-41F9-23B2-E054-00144FF8D46C,"['ARTEMETHER', 'LUMEFANTRINE']","['F38R0JR742', 'C7D6T3H22J']",[]
3878,NDA012015,COGENTIN,BENZTROPINE MESYLATE,[True],"OAK PHARMACEUTICALS, INC. (SUBSIDIARY OF AKORN, INC.)",[],[],['76478-611-02'],[],[],[],[],['76478-611'],HUMAN PRESCRIPTION DRUG,"['INTRAMUSCULAR', 'INTRAVENOUS']","['885207', '885205']",151532,18927,397F7ED4-3DF4-4563-B6C0-0EDC338C3375,B707BC17-3AB4-47A9-A83E-EBD1D384A9D8,['BENZTROPINE MESYLATE'],['WMJ8TL7510'],['0376478611025']
630,NDA020610,COLAZAL,BALSALAZIDE DISODIUM,[],CARDINAL HEALTH,[],['65649-101'],"['55154-6775-0', '55154-6775-6', '55154-6775-4']",[],[],[],[],['55154-6775'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['885857', '885859']",284700,153718,FCAB4C61-9BFD-40AD-8389-65E077ABD787,FCAB4C61-9BFD-40AD-8389-65E077ABD787,['BALSALAZIDE DISODIUM'],['1XL6BJI034'],['0055154677509']
79,NDA022352,COLCRYS,COLCHICINE,[],"APHENA PHARMA SOLUTIONS - TENNESSEE, LLC","['N0000182141', 'N0000000239']",['64764-119'],['43353-854-09'],[],[],"['P-Glycoprotein Interactions [MoA]', 'Cytochrome P450 3A4 Inhibitors [MoA]']",[],['43353-854'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['197541', '858071']",858068,2683,31CB7052-4226-4AB2-96C2-8A7FE4714D82,A80036FE-3016-4541-AA42-6C06CF37AE55,['COLCHICINE'],['SML2Y3J35T'],[]
3928,NDA017563,COLESTID,COLESTIPOL HYDROCHLORIDE,[True],PHARMACIA AND UPJOHN COMPANY LLC,[],[],"['0009-0260-02', '0009-0260-01', '0009-0370-05', '0009-0260-17', '0009-0260-04', '0009-0370-03']",[],[],[],[],"['0009-0370', '0009-0260']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1048450', '1048452']",151533,104485,A7EFFC61-C146-43E2-89CE-297C211A7975,21B37725-FC0C-4365-A7DC-1A473D42502D,['COLESTIPOL HYDROCHLORIDE'],['X7D10K905G'],[]
2887,NDA050108,COLY-MYCIN M,COLISTIMETHATE,[True],"PAR PHARMACEUTICAL, INC.",[],[],"['42023-107-01', '42023-107-06']",[],[],[],[],['42023-107'],HUMAN PRESCRIPTION DRUG,"['INTRAMUSCULAR', 'INTRAVENOUS']","['1117525', '1117522']",216159,2709,8E093E72-E7AD-4FBD-8C17-63E54924EC07,6D6E13E2-DC33-4B7B-84D0-66146A57C552,['COLISTIMETHATE SODIUM'],['XW0E5YS77G'],[]
3464,NDA050356,COLY-MYCIN S,"COLISTIN SULFATE, NEOMYCIN SULFATE, THONZONIUM BROMIDE AND HYDROCORTISONE ACETATE",[True],"ENDO PHARMACEUTICALS, INC.",[],[],['63481-421-05'],[],[],[],[],['63481-421'],HUMAN PRESCRIPTION DRUG,['AURICULAR (OTIC)'],"['854995', '854992']",216160,690105,A973A5F7-D2D8-42A2-A08B-4125F2ACD0B9,256F4083-5B34-4643-A75A-DD1A59A5D964,"['NEOMYCIN SULFATE', 'COLISTIN SULFATE', 'HYDROCORTISONE ACETATE', 'THONZONIUM BROMIDE']","['WP15DXU577', '057Y626693', '3X7931PO74', 'JI2B19CR0R']",['0363481421055']
503,NDA018983,COLYTE,PEG-3350 AND ELECTROLYTES,[True],MEDA PHARMACEUTICALS,"['N0000175811', 'N0000009871', 'N0000010288']",[],['0037-6820-04'],[],['Osmotic Laxative [EPC]'],['Osmotic Activity [MoA]'],['Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]'],['0037-6820'],HUMAN PRESCRIPTION DRUG,['NASOGASTRIC'],"['967014', '966914']",204326,815276,AD34D2E0-1E98-11E4-8C21-0800200C9A66,AD34D2E1-1E98-11E4-8C21-0800200C9A66,"['SODIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM SULFATE', 'SODIUM BICARBONATE', 'POLYETHYLENE GLYCOL 3350']","['8MDF5V39QO', '0YPR65R21J', 'G2M7P15E5P', '451W47IQ8X', '660YQ98I10']",[]
2938,NDA018983,COLYTE WITH FLAVOR PACKS,"POLYETHYLENE GLYCOL 3350, SODIUM CHLORIDE, POTASSIUM CHLORIDE, SODIUM BICARBONATE, AND SODIUM SULFATE",[True],ALAVEN PHARMACEUTICAL LLC,"['N0000175811', 'N0000009871', 'N0000010288']",[],['68220-130-04'],[],['Osmotic Laxative [EPC]'],['Osmotic Activity [MoA]'],['Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]'],['68220-130'],HUMAN PRESCRIPTION DRUG,"['ORAL', 'NASOGASTRIC']","['967014', '966914']",204326,815276,98C68A99-158C-11E3-8FFD-0800200C9A66,8FEA6FB4-8A01-4707-9572-C6137B43A851,"['SODIUM CHLORIDE', 'POTASSIUM CHLORIDE', 'SODIUM SULFATE', 'SODIUM BICARBONATE', 'POLYETHYLENE GLYCOL 3350']","['8MDF5V39QO', '0YPR65R21J', 'G2M7P15E5P', '451W47IQ8X', '660YQ98I10']",[]
1312,NDA021398,COMBIGAN,"BRIMONIDINE TARTRATE, TIMOLOL MALEATE",[],"PHYSICIANS TOTAL CARE, INC.",[],['0023-9211'],['54868-6295-0'],[],[],[],[],['54868-6295'],HUMAN PRESCRIPTION DRUG,['OPHTHALMIC'],"['861635', '861637']",746962,597142,8D6FABEF-2442-43F9-B3FA-1D92160BEABF,8C641B6C-3335-4EC3-89B9-2D97A8901062,"['TIMOLOL MALEATE', 'BRIMONIDINE TARTRATE']","['4S9CL2DY2H', 'P8Y54F701R']",[]
3301,NDA020870,COMBIPATCH (ESTRADIOL/NORETHINDRONE ACETATE TRANSDERMAL SYSTEM),ESTRADIOL/NORETHINDRONE ACETATE TRANSDERMAL SYSTEM,[True],"NOVEN THERAPEUTICS, LLC","['N0000011402', 'N0000000100', 'N0000175825']",[],"['68968-0525-8', '68968-0525-1', '68968-0514-1', '68968-0514-8']",['Estradiol Congeners [Chemical/Ingredient]'],['Estrogen [EPC]'],['Estrogen Receptor Agonists [MoA]'],[],"['68968-0525', '68968-0514']",HUMAN PRESCRIPTION DRUG,['TRANSDERMAL'],"['1251495', '1251501', '1251499', '1251493']",216161,214551,E25FBDA6-4264-455C-A182-6E34F86DAD87,83198EF1-11C4-11E4-9191-0800200C9A66,"['NORETHINDRONE ACETATE', 'ESTRADIOL']","['9S44LIC7OJ', '4TI98Z838E']",[]
4251,NDA021747,COMBIVENT RESPIMAT,IPRATROPIUM BROMIDE AND ALBUTEROL,[True],BOEHRINGER INGELHEIM PHARMACEUTICALS INC.,[],[],"['0597-0024-02', '0597-0024-59']",[],[],[],[],['0597-0024'],HUMAN PRESCRIPTION DRUG,['RESPIRATORY (INHALATION)'],"['1190220', '1190225']",151539,214199,7EE08565-596D-951A-C695-831C58545F09,9832312E-0310-4AB6-8501-AFA976FC7EB2,"['ALBUTEROL SULFATE', 'IPRATROPIUM BROMIDE']","['021SEF3731', 'J697UZ2A9J']",[]
428,NDA020857,COMBIVIR,LAMIVUDINE AND ZIDOVUDINE,[],REBEL DISTRIBUTORS CORP,"['N0000175459', 'N0000175656', 'N0000009947', 'N0000175462']",['0173-0595'],['21695-846-06'],['Nucleoside Analog [Chemical/Ingredient]'],"['Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC]', 'Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC]']",['Nucleoside Reverse Transcriptase Inhibitors [MoA]'],[],['21695-846'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['200082', '213088']",192254,214671,D8540843-055C-47FB-9CFF-81E64B1D41C3,D8540843-055C-47FB-9CFF-81E64B1D41C3,"['LAMIVUDINE', 'ZIDOVUDINE']","['2T8Q726O95', '4B9XT59T7S']",[]
6213,ANDA040246,COMPAZINE,PROCHLORPERAZINE,[True],"PBM PHARMACEUTICALS, INC","['N0000007544', 'N0000175746']",[],['66213-200-12'],['Phenothiazines [Chemical/Ingredient]'],['Phenothiazine [EPC]'],[],[],['66213-200'],HUMAN PRESCRIPTION DRUG,['RECTAL'],"['198159', '207639']",203546,8704,284067BF-3B79-49AC-AAE3-5A1CF182216D,9BDBA30B-53B4-427A-AF74-7A39B52130B2,['PROCHLORPERAZINE'],['YHP6YLT61T'],[]
1056,NDA202123,COMPLERA,"EMTRICITABINE, RILPIVIRINE HYDROCHLORIDE, AND TENOFOVIR DISOPROXIL FUMARATE",[],"PHYSICIANS TOTAL CARE, INC.","['N0000175459', 'N0000009947', 'N0000175462']",['61958-1101'],['54868-6360-0'],['Nucleoside Analog [Chemical/Ingredient]'],['Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor [EPC]'],['Nucleoside Reverse Transcriptase Inhibitors [MoA]'],[],['54868-6360'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1147337', '1147334']",1145803,1145801,95D80140-58D3-4503-AD30-7FB7BC80DC74,54C8BEC2-D565-489C-8D7C-AFD3CDF78DF5,"['RILPIVIRINE HYDROCHLORIDE', 'EMTRICITABINE', 'TENOFOVIR DISOPROXIL FUMARATE']","['OTT9J7900I', '212WAX8KDD', 'G70B4ETF4S']",[]
3756,NDA020796,COMTAN,ENTACAPONE,[],CARDINAL HEALTH,"['N0000175756', 'N0000175757']",['0078-0327'],"['55154-3428-4', '55154-3428-6', '55154-3428-0']",[],['Catechol-O-Methyltransferase Inhibitor [EPC]'],['Catechol O-Methyltransferase Inhibitors [MoA]'],[],['55154-3428'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['317094', '261318']",262112,60307,66D63267-2EB7-4024-9061-A976168A9F06,95976F1D-1B36-4F08-A98F-36D5D7883D7B,['ENTACAPONE'],['4975G9NM6T'],['0055154342803']
589,NDA021121,CONCERTA,METHYLPHENIDATE HYDROCHLORIDE,[],"PHYSICIANS TOTAL CARE, INC.",[],"['50458-585', '50458-587', '50458-586', '50458-588']","['54868-4789-0', '54868-4759-1', '54868-4789-1', '54868-4489-2', '54868-4489-3', '54868-4957-0', '54868-4957-1', '54868-4489-0', '54868-4759-2', '54868-4759-3', '54868-4759-0', '54868-4489-1']",[],[],[],[],"['54868-4957', '54868-4789', '54868-4489', '54868-4759']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1091210', '1091212', '1091170', '1091172', '1091185', '1091157', '1091187', '1091155']",284704,203188,1C304460-91D1-4710-BCC9-8C9621B36A0B,F63155B9-EA71-4A30-BE32-37173F87BCBF,['METHYLPHENIDATE HYDROCHLORIDE'],['4B3SC438HI'],[]
2435,NDA020529,CONDYLOX,PODOFILOX,[True],"ALLERGAN, INC.",['N0000008732'],[],['0023-6118-03'],[],[],[],['Decreased Mitosis [PE]'],['0023-6118'],HUMAN PRESCRIPTION DRUG,['TOPICAL'],"['312466', '351750']",203492,8463,48B06597-E512-456A-BCDF-85E1F879AA95,032E4BCB-B1ED-4029-B2A6-E92F3BF5CC37,['PODOFILOX'],['L36H50F353'],[]
5188,ANDA090503,CONSTULOSE,LACTULOSE,[True],"ACTAVIS PHARMA, INC.","['N0000175811', 'N0000175833', 'N0000009871', 'N0000010288']",[],"['45963-439-65', '45963-439-63']",[],['Osmotic Laxative [EPC]'],"['Osmotic Activity [MoA]', 'Acidifying Activity [MoA]']",['Stimulation Large Intestine Fluid/Electrolyte Secretion [PE]'],['45963-439'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['544452', '391937']",216201,6218,06EBDCA0-18BE-4DA3-8AD0-0253EBE91E01,461EC39F-EEB4-4460-9B5C-62367D47162B,['LACTULOSE'],['9U7D5QH5AE'],[]
570,NDA200063,CONTRAVE,NALTREXONE HYDROCHLORIDE AND BUPROPION HYDROCHLORIDE,[True],"TAKEDA PHARMACEUTICALS AMERICA, INC.",[],[],"['64764-890-00', '64764-890-99']",[],[],[],[],['64764-890'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1551468', '1551474']",1551469,1551467,ED2DA3A6-0614-4BEA-8E82-962CBAAE6428,ED2DA3A6-0614-4BEA-8E82-962CBAAE6428,"['NALTREXONE HYDROCHLORIDE', 'BUPROPION HYDROCHLORIDE']","['Z6375YW9SF', 'ZG7E5POY8O']",[]
2150,NDA200063,CONTRAVE EXTENDED-RELEASE,NALTREXONE HYDROCHLORIDE AND BUPROPION HYDROCHLORIDE,[],"PD-RX PHARMACEUTICALS, INC.",[],['51267-890'],['43063-772-70'],[],[],[],[],['43063-772'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['1551468', '1551474']",1551469,1551467,52159413-FF52-13A3-E054-00144FF8D46C,46778426-BE0D-4DF5-A8C1-2345D8EFD241,"['NALTREXONE HYDROCHLORIDE', 'BUPROPION HYDROCHLORIDE']","['Z6375YW9SF', 'ZG7E5POY8O']",[]
4508,NDA022370,CONZIP,TRAMADOL HYDROCHLORIDE,[True],"VERTICAL PHARMACEUTICALS, LLC",[],[],"['68025-072-30', '68025-073-30', '68025-071-30']",[],[],[],[],"['68025-072', '68025-073', '68025-071']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1148489', '1148482', '1148485', '1148487', '1148478', '1148491']",1148479,82110,E18CE486-BFB7-4F1F-B44B-948D9040AA44,A65B4D05-3A1C-4AA1-848A-D20AC9AAF62F,['TRAMADOL HYDROCHLORIDE'],['9N7R477WCK'],['3369425073301']
6264,NDA020622,COPAXONE,GLATIRAMER ACETATE,[True],"TEVA NEUROSCIENCE, INC.",[],[],"['68546-317-00', '68546-325-12', '68546-325-06', '68546-317-30']",[],[],[],[],"['68546-317', '68546-325']",HUMAN PRESCRIPTION DRUG,['SUBCUTANEOUS'],"['1111641', '1487363', '1111642', '1487361']",135779,84375,0F633D13-0640-4AA7-BAE8-9B0DF8409E12,AA88F583-4F5F-433B-80B4-1F4C9FB28357,['GLATIRAMER ACETATE'],['5M691HL4BO'],[]
3463,NDA021511,COPEGUS,RIBAVIRIN,[True],"GENENTECH, INC.","['N0000175459', 'N0000175466']",[],['0004-0086-94'],['Nucleoside Analog [Chemical/Ingredient]'],['Nucleoside Analog Antiviral [EPC]'],[],[],['0004-0086'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['352337', '248109']",352555,9344,A3BE4613-F0A3-4119-B672-18096B049B82,D370635F-5530-4D42-A019-D76B61639787,['RIBAVIRIN'],['49717AWG6K'],['0300040086942']
174,NDA016455,CORDRAN,FLURANDRENOLIDE,[True],"ALLERGAN, INC.","['N0000175576', 'N0000175450']",[],"['0023-5870-24', '0023-5870-80']",[],['Corticosteroid [EPC]'],['Corticosteroid Hormone Receptor Agonists [MoA]'],[],['0023-5870'],HUMAN PRESCRIPTION DRUG,['TOPICAL'],"['797697', '797694']",216218,4500,ACF749C1-E4BB-4459-B5BC-A9FC497C9823,A9377DE5-A07F-4C9F-BDFE-BA7F13809F14,['FLURANDRENOLIDE'],['8EUL29XUQT'],[]
1408,NDA020297,COREG,CARVEDILOL,[],"PHYSICIANS TOTAL CARE, INC.","['N0000009924', 'N0000175556', 'N0000000099', 'N0000009923', 'N0000175553']","['0007-4140', '0007-4141', '0007-4142', '0007-4139']","['54868-4424-1', '54868-4424-0', '54868-4424-3', '54868-4424-2', '54868-4395-2', '54868-4396-2', '54868-4396-3', '54868-4395-3', '54868-4395-0', '54868-4396-1', '54868-4395-1', '54868-4421-0', '54868-4421-1', '54868-4421-2', '54868-4396-0']",[],"['alpha-Adrenergic Blocker [EPC]', 'beta-Adrenergic Blocker [EPC]']","['Adrenergic beta2-Antagonists [MoA]', 'Adrenergic beta1-Antagonists [MoA]', 'Adrenergic alpha-Antagonists [MoA]']",[],"['54868-4424', '54868-4396', '54868-4395', '54868-4421']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['212388', '212389', '200031', '200033', '200032', '686924', '686926', '212390']",216221,20352,1A0963FD-D3B4-457F-89AF-096AFB7C5152,FDB12700-116B-4203-8D74-9A94B9401FE6,['CARVEDILOL'],['0K47UL67F2'],[]
2604,NDA022012,COREG CR,CARVEDILOL PHOSPHATE,[],CARILION MATERIALS MANAGEMENT,[],['0007-3370'],['68151-5048-1'],[],[],[],[],['68151-5048'],HUMAN PRESCRIPTION DRUG,['ORAL'],"['860512', '860510']",216221,668310,B799ABD8-149F-488A-98DD-73C367A2A3D7,7B2638F5-8975-4259-BE52-0DA5C263BCC0,['CARVEDILOL PHOSPHATE'],['EQT531S367'],[]
1462,NDA022012,COREGCR CR,CARVEDILOL PHOSPHATE,[],"PHYSICIANS TOTAL CARE, INC.",[],"['0007-3372', '0007-3373', '0007-3370', '0007-3371']","['54868-6019-1', '54868-6019-0', '54868-5869-1', '54868-5869-0', '54868-5771-1', '54868-5771-0', '54868-0106-1', '54868-0106-2']",[],[],[],[],"['54868-5771', '54868-5869', '54868-0106', '54868-6019']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['860516', '860532', '860512', '860510', '860524', '860522', '860518', '860534']",216221,668310,887B9788-8AC1-4E6E-9B2E-8C0E79DCD023,BBF4DD22-F1E3-4101-89FB-31F5DF3BFBC4,['CARVEDILOL PHOSPHATE'],['EQT531S367'],[]
55,NDA018063,CORGARD,NADOLOL,[True],"US WORLDMEDS, LLC","['N0000175556', 'N0000000161']",[],"['27505-101-01', '27505-102-01', '27505-100-01']",[],['beta-Adrenergic Blocker [EPC]'],['Adrenergic beta-Antagonists [MoA]'],[],"['27505-100', '27505-101', '27505-102']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['201337', '201338', '206961', '198006', '198007', '198008']",151549,7226,98046738-6458-4B93-8549-C1B58F23DE6B,BCAE071C-BD67-4FA9-BE40-3325EBF04119,['NADOLOL'],['FEN504330V'],[]
3313,NDA206143,CORLANOR,IVABRADINE,[True],AMGEN INC,[],[],"['55513-800-60', '55513-810-80', '55513-800-80', '55513-810-60']",[],[],[],[],"['55513-800', '55513-810']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['1649491', '1649493', '1649495', '1649485']",1649486,1649480,3E7B938C-0792-47E4-9E0C-AE0F1A186DC9,92018A65-38F6-45F7-91D4-A34921B81D0D,['IVABRADINE HYDROCHLORIDE'],['TP19837BZK'],[]
5080,NDA008697,CORTEF,HYDROCORTISONE,[True],PHARMACIA AND UPJOHN COMPANY LLC,"['N0000175576', 'N0000175450']",[],"['0009-0012-01', '0009-0044-01', '0009-0031-01']",[],['Corticosteroid [EPC]'],['Corticosteroid Hormone Receptor Agonists [MoA]'],[],"['0009-0012', '0009-0031', '0009-0044']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['197782', '197783', '197787', '208712', '208680', '208816']",202645,5492,DC373892-BB58-40C2-A2FD-0B6A90F6CF49,9CE19944-DD88-4A7B-84CA-B07F4EC23BAD,['HYDROCORTISONE'],['WI4X0X7BPJ'],['0300090044015']
1008,NDA016199,CORTENEMA,HYDROCORTISONE,[True],ANIP ACQUISITION COMPANY,"['N0000175576', 'N0000175450']",[],"['62559-111-07', '62559-111-11']",[],['Corticosteroid [EPC]'],['Corticosteroid Hormone Receptor Agonists [MoA]'],[],['62559-111'],HUMAN PRESCRIPTION DRUG,['RECTAL'],"['102250', '310878']",202639,5492,A307448A-CCC4-41A8-977A-11F28F0BDED9,A307448A-CCC4-41A8-977A-11F28F0BDED9,['HYDROCORTISONE'],['WI4X0X7BPJ'],[]
1650,NDA017351,CORTIFOAM,HYDROCORTISONE ACETATE,[True],ALAVEN PHARMACEUTICAL LLC,[],[],['68220-140-15'],[],[],[],[],['68220-140'],HUMAN PRESCRIPTION DRUG,['RECTAL'],"['1545174', '1545172']",92265,27197,90BBA35D-271B-4C95-9DDE-6E4D43F97822,EF91F4F9-6345-48B8-A9A1-B7A7038F8FB7,['HYDROCORTISONE ACETATE'],['3X7931PO74'],[]
485,ANDA064053,CORTOMYCIN,NEOMYCIN AND POLYMYXIN B SULFATES AND HYDROCORTISONE,[],MAJOR PHARMACEUTICALS,"['N0000175576', 'N0000175450']",['0904-3141'],['0904-3141-10'],[],['Corticosteroid [EPC]'],['Corticosteroid Hormone Receptor Agonists [MoA]'],[],['0904-3141'],HUMAN PRESCRIPTION DRUG,['OPHTHALMIC'],[],[],[],559B3666-096B-4A96-9396-3305C552FB1A,559B3666-096B-4A96-9396-3305C552FB1A,"['NEOMYCIN SULFATE', 'HYDROCORTISONE', 'POLYMYXIN B SULFATE']","['19371312D4', '057Y626693', 'WI4X0X7BPJ']",[]
2863,NDA020491,CORVERT,IBUTILIDE FUMARATE,[True],PHARMACIA AND UPJOHN COMPANY LLC,[],[],['0009-3794-01'],[],[],[],[],['0009-3794'],HUMAN PRESCRIPTION DRUG,['INTRAVENOUS'],"['979122', '979120']",180599,51256,387C1CC9-4AFC-4A1A-82E4-CD0FB535A82C,B7D717ED-022D-4459-B5E6-098C2A8B7427,['IBUTILIDE FUMARATE'],['9L5X4M5L6I'],['0300093794016']
3982,NDA018647,CORZIDE,NADOLOL AND BENDROFLUMETHIAZIDE,[True],PFIZER LABORATORIES DIV PFIZER INC,"['N0000166469', 'N0000175556', 'N0000000161', 'N0000175419', 'N0000175359']",[],"['60793-284-01', '60793-283-01']",['Thiazides [Chemical/Ingredient]'],"['Thiazide Diuretic [EPC]', 'beta-Adrenergic Blocker [EPC]']",['Adrenergic beta-Antagonists [MoA]'],['Increased Diuresis [PE]'],"['60793-284', '60793-283']",HUMAN PRESCRIPTION DRUG,['ORAL'],"['208003', '198000', '198001', '208029']",1372756,214288,6A0AC6F2-A99A-4985-92EA-9FD16B37C15C,3F11DF27-710B-4903-A985-74EE4674A844,"['NADOLOL', 'BENDROFLUMETHIAZIDE']","['5Q52X6ICJI', 'FEN504330V']",[]
